generation,best_value,num_perturbations,sample_id
196,0.023449957370758057,1,0
197,0.023449957370758057,1,0
198,0.023449957370758057,1,0
199,0.023449957370758057,1,0
200,0.023449957370758057,1,0
1,0.00043517351150512695,1,1
2,0.00043517351150512695,1,1
3,0.0004851818084716797,1,1
4,0.0004851818084716797,1,1
5,0.0007749795913696289,1,1
6,0.0008425712585449219,1,1
7,0.0008630156517028809,1,1
8,0.0008630156517028809,1,1
9,0.0008630156517028809,1,1
10,0.0008630156517028809,1,1
11,0.0008630156517028809,1,1
12,0.0008761286735534668,1,1
13,0.0008761286735534668,1,1
14,0.000948488712310791,1,1
15,0.0012918710708618164,1,1
16,0.0012918710708618164,1,1
17,0.0012918710708618164,1,1
18,0.0012918710708618164,1,1
19,0.0012918710708618164,1,1
20,0.0012918710708618164,1,1
21,0.0012918710708618164,1,1
22,0.0012918710708618164,1,1
23,0.0012918710708618164,1,1
24,0.0012918710708618164,1,1
25,0.0012918710708618164,1,1
26,0.0012918710708618164,1,1
27,0.0012918710708618164,1,1
28,0.0012918710708618164,1,1
29,0.0012918710708618164,1,1
30,0.0012918710708618164,1,1
31,0.0012918710708618164,1,1
32,0.0012918710708618164,1,1
33,0.0012918710708618164,1,1
34,0.0013403892517089844,1,1
35,0.0013403892517089844,1,1
36,0.0013403892517089844,1,1
37,0.0013403892517089844,1,1
38,0.0013403892517089844,1,1
39,0.0013403892517089844,1,1
40,0.0013403892517089844,1,1
41,0.0013403892517089844,1,1
42,0.0013403892517089844,1,1
43,0.0013403892517089844,1,1
44,0.0013403892517089844,1,1
45,0.0013403892517089844,1,1
46,0.0013403892517089844,1,1
47,0.0013403892517089844,1,1
48,0.0013403892517089844,1,1
49,0.0013403892517089844,1,1
50,0.0013403892517089844,1,1
51,0.0013403892517089844,1,1
52,0.0013403892517089844,1,1
53,0.0013403892517089844,1,1
54,0.0013403892517089844,1,1
55,0.0013403892517089844,1,1
56,0.0013403892517089844,1,1
57,0.0013403892517089844,1,1
58,0.0013403892517089844,1,1
59,0.0013403892517089844,1,1
60,0.0013403892517089844,1,1
61,0.0013403892517089844,1,1
62,0.0013403892517089844,1,1
63,0.0013403892517089844,1,1
64,0.0013403892517089844,1,1
65,0.0013403892517089844,1,1
66,0.0013403892517089844,1,1
67,0.0013403892517089844,1,1
68,0.0013403892517089844,1,1
69,0.0013403892517089844,1,1
70,0.0013403892517089844,1,1
71,0.0013403892517089844,1,1
72,0.0013403892517089844,1,1
73,0.0013403892517089844,1,1
74,0.0013403892517089844,1,1
75,0.0013403892517089844,1,1
76,0.0013403892517089844,1,1
77,0.0013403892517089844,1,1
78,0.0013403892517089844,1,1
79,0.0013403892517089844,1,1
80,0.0013403892517089844,1,1
81,0.0013403892517089844,1,1
82,0.0013403892517089844,1,1
83,0.0013403892517089844,1,1
84,0.0013403892517089844,1,1
85,0.0013403892517089844,1,1
86,0.0013403892517089844,1,1
87,0.0013403892517089844,1,1
88,0.0013403892517089844,1,1
89,0.0013403892517089844,1,1
90,0.0013403892517089844,1,1
91,0.0013403892517089844,1,1
92,0.0013403892517089844,1,1
93,0.0013403892517089844,1,1
94,0.0013403892517089844,1,1
95,0.0013403892517089844,1,1
96,0.0013403892517089844,1,1
97,0.0013403892517089844,1,1
98,0.0013403892517089844,1,1
99,0.0013403892517089844,1,1
100,0.0013403892517089844,1,1
101,0.0013403892517089844,1,1
102,0.0013403892517089844,1,1
103,0.0013403892517089844,1,1
104,0.0013403892517089844,1,1
105,0.0013403892517089844,1,1
106,0.0013403892517089844,1,1
107,0.0013403892517089844,1,1
108,0.0013403892517089844,1,1
109,0.0013403892517089844,1,1
110,0.0013403892517089844,1,1
111,0.0013403892517089844,1,1
112,0.0013403892517089844,1,1
113,0.0013403892517089844,1,1
114,0.0013403892517089844,1,1
115,0.0013403892517089844,1,1
116,0.0013403892517089844,1,1
117,0.0013403892517089844,1,1
118,0.0013403892517089844,1,1
119,0.0013403892517089844,1,1
120,0.0013403892517089844,1,1
121,0.0013403892517089844,1,1
122,0.0013403892517089844,1,1
123,0.0013403892517089844,1,1
124,0.0013403892517089844,1,1
125,0.0013403892517089844,1,1
126,0.0013403892517089844,1,1
127,0.0013403892517089844,1,1
128,0.0013403892517089844,1,1
129,0.0013403892517089844,1,1
130,0.0013403892517089844,1,1
131,0.0013403892517089844,1,1
132,0.0013403892517089844,1,1
133,0.0013403892517089844,1,1
134,0.0013403892517089844,1,1
135,0.0013403892517089844,1,1
136,0.0013403892517089844,1,1
137,0.0013403892517089844,1,1
138,0.0013403892517089844,1,1
139,0.0013403892517089844,1,1
140,0.0013403892517089844,1,1
141,0.0013403892517089844,1,1
142,0.0013403892517089844,1,1
143,0.0013403892517089844,1,1
144,0.0013403892517089844,1,1
145,0.0013403892517089844,1,1
146,0.0013403892517089844,1,1
147,0.0013403892517089844,1,1
148,0.0013403892517089844,1,1
149,0.0013403892517089844,1,1
150,0.0013403892517089844,1,1
151,0.0013403892517089844,1,1
152,0.0013403892517089844,1,1
153,0.0013403892517089844,1,1
154,0.0013403892517089844,1,1
155,0.0013403892517089844,1,1
156,0.0013403892517089844,1,1
157,0.0013403892517089844,1,1
158,0.0013403892517089844,1,1
159,0.0013403892517089844,1,1
160,0.0013403892517089844,1,1
161,0.0013403892517089844,1,1
162,0.0013403892517089844,1,1
163,0.0013403892517089844,1,1
164,0.0013403892517089844,1,1
165,0.0013403892517089844,1,1
166,0.0013403892517089844,1,1
167,0.0013403892517089844,1,1
168,0.0013403892517089844,1,1
169,0.0013403892517089844,1,1
170,0.0013403892517089844,1,1
171,0.0013403892517089844,1,1
172,0.0013403892517089844,1,1
173,0.0013403892517089844,1,1
174,0.0013403892517089844,1,1
175,0.0013403892517089844,1,1
176,0.0013403892517089844,1,1
177,0.0013403892517089844,1,1
178,0.0013403892517089844,1,1
179,0.0013403892517089844,1,1
180,0.0013403892517089844,1,1
181,0.0013403892517089844,1,1
182,0.0013403892517089844,1,1
183,0.0013403892517089844,1,1
184,0.0013403892517089844,1,1
185,0.0013403892517089844,1,1
186,0.0013403892517089844,1,1
187,0.0013403892517089844,1,1
188,0.0013403892517089844,1,1
189,0.0013403892517089844,1,1
190,0.0013403892517089844,1,1
191,0.0013403892517089844,1,1
192,0.0013403892517089844,1,1
193,0.0013403892517089844,1,1
194,0.0013403892517089844,1,1
195,0.0013403892517089844,1,1
196,0.0013403892517089844,1,1
197,0.0013403892517089844,1,1
198,0.0013403892517089844,1,1
199,0.0013403892517089844,1,1
200,0.0013403892517089844,1,1
1,0.0005886554718017578,1,2
2,0.0006014108657836914,1,2
3,0.0006453394889831543,1,2
4,0.00067138671875,1,2
5,0.0008212924003601074,1,2
6,0.0008212924003601074,1,2
7,0.000822603702545166,1,2
8,0.0009611845016479492,1,2
9,0.0009696483612060547,1,2
10,0.0018646717071533203,1,2
11,0.0018646717071533203,1,2
12,0.0018646717071533203,1,2
13,0.0018646717071533203,1,2
14,0.0018646717071533203,1,2
15,0.0018646717071533203,1,2
16,0.0018646717071533203,1,2
17,0.0018646717071533203,1,2
18,0.0018646717071533203,1,2
19,0.0018646717071533203,1,2
20,0.0018646717071533203,1,2
21,0.0018646717071533203,1,2
22,0.0018646717071533203,1,2
23,0.0018646717071533203,1,2
24,0.0018646717071533203,1,2
25,0.0018646717071533203,1,2
26,0.001993238925933838,1,2
27,0.001993238925933838,1,2
28,0.001993238925933838,1,2
29,0.0022906064987182617,1,2
30,0.0022906064987182617,1,2
31,0.0022906064987182617,1,2
32,0.0022906064987182617,1,2
33,0.0022906064987182617,1,2
34,0.0022906064987182617,1,2
35,0.0022906064987182617,1,2
36,0.0022906064987182617,1,2
37,0.0022906064987182617,1,2
38,0.0022906064987182617,1,2
39,0.0022906064987182617,1,2
40,0.0022906064987182617,1,2
41,0.0022906064987182617,1,2
42,0.0022906064987182617,1,2
43,0.0022906064987182617,1,2
44,0.0022906064987182617,1,2
45,0.0022906064987182617,1,2
46,0.0022906064987182617,1,2
47,0.0022906064987182617,1,2
48,0.0022906064987182617,1,2
49,0.0022906064987182617,1,2
50,0.0022906064987182617,1,2
51,0.0022906064987182617,1,2
52,0.0022906064987182617,1,2
53,0.0022906064987182617,1,2
54,0.0022906064987182617,1,2
55,0.0022906064987182617,1,2
56,0.0022906064987182617,1,2
57,0.0022906064987182617,1,2
58,0.0022906064987182617,1,2
59,0.0022906064987182617,1,2
60,0.0022906064987182617,1,2
61,0.0022906064987182617,1,2
62,0.0022906064987182617,1,2
63,0.0022906064987182617,1,2
64,0.0022906064987182617,1,2
65,0.0022906064987182617,1,2
66,0.0022906064987182617,1,2
67,0.0022906064987182617,1,2
68,0.0022906064987182617,1,2
69,0.0022906064987182617,1,2
70,0.0022906064987182617,1,2
71,0.0022906064987182617,1,2
72,0.0022906064987182617,1,2
73,0.0022906064987182617,1,2
74,0.0022906064987182617,1,2
75,0.0022906064987182617,1,2
76,0.0022906064987182617,1,2
77,0.0022906064987182617,1,2
78,0.0022906064987182617,1,2
79,0.0022906064987182617,1,2
80,0.0022906064987182617,1,2
81,0.0022906064987182617,1,2
82,0.0022906064987182617,1,2
83,0.0022906064987182617,1,2
84,0.0022906064987182617,1,2
85,0.0022906064987182617,1,2
86,0.0022906064987182617,1,2
87,0.0022906064987182617,1,2
88,0.0022906064987182617,1,2
89,0.0022906064987182617,1,2
90,0.0022906064987182617,1,2
91,0.0022906064987182617,1,2
92,0.0022906064987182617,1,2
93,0.0022906064987182617,1,2
94,0.0022906064987182617,1,2
95,0.0022906064987182617,1,2
96,0.0022906064987182617,1,2
97,0.0022906064987182617,1,2
98,0.0022906064987182617,1,2
99,0.0022906064987182617,1,2
100,0.0022906064987182617,1,2
101,0.0022906064987182617,1,2
102,0.0022906064987182617,1,2
103,0.0022906064987182617,1,2
104,0.0022906064987182617,1,2
105,0.0022906064987182617,1,2
106,0.0022906064987182617,1,2
107,0.0022906064987182617,1,2
108,0.0022906064987182617,1,2
109,0.0022906064987182617,1,2
110,0.0022906064987182617,1,2
111,0.0022906064987182617,1,2
112,0.0022906064987182617,1,2
113,0.0022906064987182617,1,2
114,0.0022906064987182617,1,2
115,0.0022906064987182617,1,2
116,0.0022906064987182617,1,2
117,0.0022906064987182617,1,2
118,0.0022906064987182617,1,2
119,0.0022906064987182617,1,2
120,0.0022906064987182617,1,2
121,0.0022906064987182617,1,2
122,0.0022906064987182617,1,2
123,0.0022906064987182617,1,2
124,0.0022906064987182617,1,2
125,0.0022906064987182617,1,2
126,0.0022906064987182617,1,2
127,0.0022906064987182617,1,2
128,0.0022906064987182617,1,2
129,0.0022906064987182617,1,2
130,0.0022906064987182617,1,2
131,0.0022906064987182617,1,2
132,0.0022906064987182617,1,2
133,0.0022906064987182617,1,2
134,0.0022906064987182617,1,2
135,0.0022906064987182617,1,2
136,0.0022906064987182617,1,2
137,0.0022906064987182617,1,2
138,0.0022906064987182617,1,2
139,0.0022906064987182617,1,2
140,0.0022906064987182617,1,2
141,0.0022906064987182617,1,2
142,0.0022906064987182617,1,2
143,0.0022906064987182617,1,2
144,0.0022906064987182617,1,2
145,0.0022906064987182617,1,2
146,0.0022906064987182617,1,2
147,0.0022906064987182617,1,2
148,0.0022906064987182617,1,2
149,0.0022906064987182617,1,2
150,0.0022906064987182617,1,2
151,0.0022906064987182617,1,2
152,0.0022906064987182617,1,2
153,0.0022906064987182617,1,2
154,0.0022906064987182617,1,2
155,0.0022906064987182617,1,2
156,0.0022906064987182617,1,2
157,0.0022906064987182617,1,2
158,0.0022906064987182617,1,2
159,0.0022906064987182617,1,2
160,0.0022906064987182617,1,2
161,0.0022906064987182617,1,2
162,0.0022906064987182617,1,2
163,0.0022906064987182617,1,2
164,0.0022906064987182617,1,2
165,0.0022906064987182617,1,2
166,0.0022906064987182617,1,2
167,0.0022906064987182617,1,2
168,0.0022906064987182617,1,2
169,0.0022906064987182617,1,2
170,0.0022906064987182617,1,2
171,0.0022906064987182617,1,2
172,0.0022906064987182617,1,2
173,0.0022906064987182617,1,2
174,0.0022906064987182617,1,2
175,0.0022906064987182617,1,2
176,0.0022906064987182617,1,2
177,0.0022906064987182617,1,2
178,0.0022906064987182617,1,2
179,0.0022906064987182617,1,2
180,0.0022906064987182617,1,2
181,0.0022906064987182617,1,2
182,0.0022906064987182617,1,2
183,0.0022906064987182617,1,2
184,0.0022906064987182617,1,2
185,0.0022906064987182617,1,2
186,0.0022906064987182617,1,2
187,0.0022906064987182617,1,2
188,0.0022906064987182617,1,2
189,0.0022906064987182617,1,2
190,0.0022906064987182617,1,2
191,0.0022906064987182617,1,2
192,0.0022906064987182617,1,2
193,0.0022906064987182617,1,2
194,0.0022906064987182617,1,2
195,0.0022906064987182617,1,2
196,0.0022906064987182617,1,2
197,0.0022906064987182617,1,2
198,0.0022906064987182617,1,2
199,0.0022906064987182617,1,2
200,0.0022906064987182617,1,2
1,0.8612220287322998,2,3
2,0.9177263826131821,3,3
3,0.88620825111866,2,3
4,0.88620825111866,2,3
5,0.88620825111866,2,3
6,0.9090515673160553,2,3
7,0.9571515955030918,3,3
8,0.9229605123400688,2,3
9,0.9776118136942387,3,3
10,0.9825143665075302,3,3
11,0.9263576716184616,1,3
12,0.9263576716184616,1,3
13,0.9263576716184616,1,3
14,0.9263576716184616,1,3
15,0.9263576716184616,1,3
16,0.978918494656682,2,3
17,0.978918494656682,2,3
18,0.978918494656682,2,3
19,0.978918494656682,2,3
20,0.978918494656682,2,3
21,0.978918494656682,2,3
22,0.978918494656682,2,3
23,0.978918494656682,2,3
24,0.978918494656682,2,3
25,0.978918494656682,2,3
26,0.978918494656682,2,3
27,0.978918494656682,2,3
28,0.978918494656682,2,3
29,0.978918494656682,2,3
30,0.978918494656682,2,3
31,0.978918494656682,2,3
32,0.978918494656682,2,3
33,0.978918494656682,2,3
34,0.9789879620075226,2,3
35,0.9789879620075226,2,3
36,0.9789879620075226,2,3
37,0.9789879620075226,2,3
38,0.9790336135774851,2,3
39,0.9798633437603712,2,3
40,0.9798633437603712,2,3
41,0.9798633437603712,2,3
42,0.9798633437603712,2,3
43,0.9798633437603712,2,3
44,0.9798798132687807,2,3
45,0.9798798132687807,2,3
46,0.9798798132687807,2,3
47,0.9798798132687807,2,3
48,0.9798798132687807,2,3
49,0.9798798132687807,2,3
50,0.9798798132687807,2,3
51,0.9798798132687807,2,3
52,0.9798798132687807,2,3
53,0.9798798132687807,2,3
54,0.9798798132687807,2,3
55,0.9798798132687807,2,3
56,0.9798798132687807,2,3
57,0.9798798132687807,2,3
58,0.9798798132687807,2,3
59,0.9798798132687807,2,3
60,0.9798798132687807,2,3
61,0.9798798132687807,2,3
62,0.9798798132687807,2,3
63,0.9798798132687807,2,3
64,0.9798798132687807,2,3
65,0.9798798132687807,2,3
66,0.9798798132687807,2,3
67,0.9798798132687807,2,3
68,0.9798798132687807,2,3
69,0.9798798132687807,2,3
70,0.9799257516860962,2,3
71,0.9799257516860962,2,3
72,0.9799257516860962,2,3
73,0.9799257516860962,2,3
74,0.9799257516860962,2,3
75,0.9799257516860962,2,3
76,0.9799257516860962,2,3
77,0.9799257516860962,2,3
78,0.9799257516860962,2,3
79,0.9799257516860962,2,3
80,0.9801909755915403,2,3
81,0.9801909755915403,2,3
82,0.9801909755915403,2,3
83,0.9801909755915403,2,3
84,0.9801909755915403,2,3
85,0.9801909755915403,2,3
86,0.9801909755915403,2,3
87,0.9801909755915403,2,3
88,0.9801909755915403,2,3
89,0.9801909755915403,2,3
90,0.9801909755915403,2,3
91,0.9801909755915403,2,3
92,0.9801909755915403,2,3
93,0.9801909755915403,2,3
94,0.9801909755915403,2,3
95,0.9801909755915403,2,3
96,0.9801909755915403,2,3
97,0.9801909755915403,2,3
98,0.9801909755915403,2,3
99,0.9801909755915403,2,3
100,0.9801909755915403,2,3
101,0.9801909755915403,2,3
102,0.9802291113883257,2,3
103,0.9802291113883257,2,3
104,0.9802291113883257,2,3
105,0.9802291113883257,2,3
106,0.9802291113883257,2,3
107,0.9802291113883257,2,3
108,0.9802291113883257,2,3
109,0.9802291113883257,2,3
110,0.9802291113883257,2,3
111,0.9802291113883257,2,3
112,0.9802291113883257,2,3
113,0.9802291113883257,2,3
114,0.9802291113883257,2,3
115,0.9802291113883257,2,3
116,0.9802291113883257,2,3
117,0.9802291113883257,2,3
118,0.9802291113883257,2,3
119,0.9802291113883257,2,3
120,0.9802291113883257,2,3
121,0.9802291113883257,2,3
122,0.9802291113883257,2,3
123,0.9802291113883257,2,3
124,0.9802291113883257,2,3
125,0.9802291113883257,2,3
126,0.9802291113883257,2,3
127,0.9802291113883257,2,3
128,0.9802291113883257,2,3
129,0.9802291113883257,2,3
130,0.9802291113883257,2,3
131,0.9802291113883257,2,3
132,0.9802291113883257,2,3
133,0.9802291113883257,2,3
134,0.9802291113883257,2,3
135,0.9802291113883257,2,3
136,0.9802291113883257,2,3
137,0.9802291113883257,2,3
138,0.9802291113883257,2,3
139,0.9802291113883257,2,3
140,0.9802291113883257,2,3
141,0.9802291113883257,2,3
142,0.9802291113883257,2,3
143,0.9802291113883257,2,3
144,0.9802291113883257,2,3
145,0.9802291113883257,2,3
146,0.9802291113883257,2,3
147,0.9802291113883257,2,3
148,0.9802291113883257,2,3
149,0.9802291113883257,2,3
150,0.9802291113883257,2,3
151,0.9802291113883257,2,3
152,0.9802291113883257,2,3
153,0.9802291113883257,2,3
154,0.9802291113883257,2,3
155,0.9802291113883257,2,3
156,0.9802291113883257,2,3
157,0.9802291113883257,2,3
158,0.9802291113883257,2,3
159,0.9802291113883257,2,3
160,0.9802291113883257,2,3
161,0.9802291113883257,2,3
162,0.9802291113883257,2,3
163,0.9802291113883257,2,3
164,0.9802291113883257,2,3
165,0.9802291113883257,2,3
166,0.9802291113883257,2,3
167,0.9802291113883257,2,3
168,0.9802291113883257,2,3
169,0.9802291113883257,2,3
170,0.9802291113883257,2,3
171,0.9802291113883257,2,3
172,0.9802291113883257,2,3
173,0.9802291113883257,2,3
174,0.9802291113883257,2,3
175,0.9802291113883257,2,3
176,0.9802291113883257,2,3
177,0.9802291113883257,2,3
178,0.9802291113883257,2,3
179,0.9802291113883257,2,3
180,0.9802291113883257,2,3
181,0.9802291113883257,2,3
182,0.9802291113883257,2,3
183,0.9802291113883257,2,3
184,0.9802291113883257,2,3
185,0.9802291113883257,2,3
186,0.9802291113883257,2,3
187,0.9802291113883257,2,3
188,0.9802291113883257,2,3
189,0.9802291113883257,2,3
190,0.9802291113883257,2,3
191,0.9802291113883257,2,3
192,0.9802291113883257,2,3
193,0.9802291113883257,2,3
194,0.9802291113883257,2,3
195,0.9802291113883257,2,3
196,0.9802291113883257,2,3
197,0.9802291113883257,2,3
198,0.9802291113883257,2,3
199,0.9802291113883257,2,3
200,0.9802291113883257,2,3
1,0.003055274486541748,1,4
2,0.003055274486541748,1,4
3,0.0031508803367614746,1,4
4,0.0036482810974121094,1,4
5,0.0036482810974121094,1,4
6,0.0036482810974121094,1,4
7,0.0044692158699035645,1,4
8,0.0044692158699035645,1,4
9,0.0044692158699035645,1,4
10,0.004661083221435547,1,4
11,0.004661083221435547,1,4
12,0.004661083221435547,1,4
13,0.004661083221435547,1,4
14,0.004661083221435547,1,4
15,0.004702627658843994,1,4
16,0.004702627658843994,1,4
17,0.0056552886962890625,1,4
18,0.0056552886962890625,1,4
19,0.0056552886962890625,1,4
20,0.0056552886962890625,1,4
21,0.0056552886962890625,1,4
22,0.0056552886962890625,1,4
23,0.0056552886962890625,1,4
24,0.0056552886962890625,1,4
25,0.0056552886962890625,1,4
26,0.0056552886962890625,1,4
27,0.0056552886962890625,1,4
28,0.0056552886962890625,1,4
29,0.0056552886962890625,1,4
30,0.0056552886962890625,1,4
31,0.0056552886962890625,1,4
32,0.0056552886962890625,1,4
33,0.0056552886962890625,1,4
34,0.0056552886962890625,1,4
35,0.0056552886962890625,1,4
36,0.0056552886962890625,1,4
37,0.0056552886962890625,1,4
38,0.0056552886962890625,1,4
39,0.0056552886962890625,1,4
40,0.0056552886962890625,1,4
41,0.0056552886962890625,1,4
42,0.0056552886962890625,1,4
43,0.0056552886962890625,1,4
44,0.0056552886962890625,1,4
45,0.0056552886962890625,1,4
46,0.0056552886962890625,1,4
47,0.0056552886962890625,1,4
48,0.0056552886962890625,1,4
49,0.0056552886962890625,1,4
50,0.0056552886962890625,1,4
51,0.0056552886962890625,1,4
52,0.0056552886962890625,1,4
53,0.0056552886962890625,1,4
54,0.0056552886962890625,1,4
55,0.0056552886962890625,1,4
56,0.0056552886962890625,1,4
57,0.0056552886962890625,1,4
58,0.0056552886962890625,1,4
59,0.0056552886962890625,1,4
60,0.0056552886962890625,1,4
61,0.0056552886962890625,1,4
62,0.0056552886962890625,1,4
63,0.0056552886962890625,1,4
64,0.0056552886962890625,1,4
65,0.0056552886962890625,1,4
66,0.0056552886962890625,1,4
67,0.0056552886962890625,1,4
68,0.0056552886962890625,1,4
69,0.0056552886962890625,1,4
70,0.0056552886962890625,1,4
71,0.0056552886962890625,1,4
72,0.0056552886962890625,1,4
73,0.0056552886962890625,1,4
74,0.0056552886962890625,1,4
75,0.0056552886962890625,1,4
76,0.0056552886962890625,1,4
77,0.0056552886962890625,1,4
78,0.0056552886962890625,1,4
79,0.0056552886962890625,1,4
80,0.0056552886962890625,1,4
81,0.0056552886962890625,1,4
82,0.0056552886962890625,1,4
83,0.0056552886962890625,1,4
84,0.0056552886962890625,1,4
85,0.0056552886962890625,1,4
86,0.0056552886962890625,1,4
87,0.0056552886962890625,1,4
88,0.0056552886962890625,1,4
89,0.0056552886962890625,1,4
90,0.0056552886962890625,1,4
91,0.0056552886962890625,1,4
92,0.0056552886962890625,1,4
93,0.0056552886962890625,1,4
94,0.0056552886962890625,1,4
95,0.0056552886962890625,1,4
96,0.0056552886962890625,1,4
97,0.0056552886962890625,1,4
98,0.0056552886962890625,1,4
99,0.0056552886962890625,1,4
100,0.0056552886962890625,1,4
